ID_школы;Название_школы;Город;Регион;Ссылка_на_страницу
9fa98c4a-cf10-4cf8-bd08-97b88898d9f0;МАОУ городского округа Долгопрудный СОШ №9;г. Долгопрудный;;https://uchi.ru/schools/pages/9fa98c4a-cf10-4cf8-bd08-97b88898d9f0
7fa90666-1e74-41b1-9d05-8970d601754c;МОУ Дубровицкая СОШ им. Героя России А. Г. Монетова;г. Дубровицы;;https://uchi.ru/schools/pages/7fa90666-1e74-41b1-9d05-8970d601754c
d82785ab-7444-4151-b5d7-4483ec848b6b;МБОУ СОШ № 10 с углублённым изучением отдельных предметов городского округа Щёлково;г. Щелково;;https://uchi.ru/schools/pages/d82785ab-7444-4151-b5d7-4483ec848b6b
5800bb85-6352-42dc-842f-02601d353646;МБОУ СОШ № 7 с углубленным изучением отдельных предметов г. Дубны Московской области;г. Дубна;;https://uchi.ru/schools/pages/5800bb85-6352-42dc-842f-02601d353646
7be9e9fd-bee0-4aa7-930a-ab205fe05d31;МБОУ Тимоновская СОШ с углубленным изучением отдельных предметов;г. Тимоново;;https://uchi.ru/schools/pages/7be9e9fd-bee0-4aa7-930a-ab205fe05d31
b5ee6ef8-c849-4364-ab9b-f0d09825f63d;МОУ СОШ № 19 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/b5ee6ef8-c849-4364-ab9b-f0d09825f63d
f7d517ec-3d0a-4c8e-acf8-95a72b2d609d;МБОУ СОШ №18;г. Коломна;;https://uchi.ru/schools/pages/f7d517ec-3d0a-4c8e-acf8-95a72b2d609d
5491fc16-2139-4955-858b-c6aa33d180ad;МБОУ Совхозная СОШ;г. Успенский;;https://uchi.ru/schools/pages/5491fc16-2139-4955-858b-c6aa33d180ad
67aad0ff-8883-49d4-8520-286bb200aaa1;МОУ СОШ №7 с углубленным изучением отдельных предметов;г. Серпухов;;https://uchi.ru/schools/pages/67aad0ff-8883-49d4-8520-286bb200aaa1
67f467ab-7e52-45ec-ad1a-1f8d1a43fbe1;МБОУ Центр образования № 5 им. Героя России Максима Сураева;г. Ногинск;;https://uchi.ru/schools/pages/67f467ab-7e52-45ec-ad1a-1f8d1a43fbe1
9f108ab9-2b56-447a-b129-30c673e5a798;МБОУ Большевяземская гимназия;г. Большие Вяземы;;https://uchi.ru/schools/pages/9f108ab9-2b56-447a-b129-30c673e5a798
bf6a8bad-4233-4739-9e61-a785a036628e;МБОУ - лицей Воскресенская кадетская школа;г. Воскресенск;;https://uchi.ru/schools/pages/bf6a8bad-4233-4739-9e61-a785a036628e
8e61275c-60da-40c0-949c-319f54b9a084;МОУ СОШ №1 г. Егорьевска;г. Егорьевск;;https://uchi.ru/schools/pages/8e61275c-60da-40c0-949c-319f54b9a084
3e6cce94-35c6-41a9-9511-ae21bac950f8;МБОУ Голицынская СОШ №1;г. Голицыно;;https://uchi.ru/schools/pages/3e6cce94-35c6-41a9-9511-ae21bac950f8
2ebb875f-bec7-4058-a7db-7b9f552faf65;МОУ СОШ №18 им. Подольских курсантов;г. Подольск;;https://uchi.ru/schools/pages/2ebb875f-bec7-4058-a7db-7b9f552faf65
9fb6e71d-ec52-4757-852a-3f579c25fac6;МОУ СОШ №13 г. Егорьевска;г. Егорьевск;;https://uchi.ru/schools/pages/9fb6e71d-ec52-4757-852a-3f579c25fac6
b925da04-614f-4fcf-9774-81caf74eacf0;ГАОУ Московской области Химкинский лицей;г. Химки;;https://uchi.ru/schools/pages/b925da04-614f-4fcf-9774-81caf74eacf0
7492f95b-03c0-437c-a2fd-c5dda1ee6190;МБОУ Лицей №6 г. Химки;г. Химки;;https://uchi.ru/schools/pages/7492f95b-03c0-437c-a2fd-c5dda1ee6190
39865b19-9368-4c76-8cf2-7b11df6dfe07;МБОУ СОШ №6 с углубленным изучением отдельных предметов г. Реутова;г. Реутов;;https://uchi.ru/schools/pages/39865b19-9368-4c76-8cf2-7b11df6dfe07
f5088fb8-790a-4d4d-ba4a-85fae111d974;МОУ СОШ №2 г. Талдома;г. Талдом;;https://uchi.ru/schools/pages/f5088fb8-790a-4d4d-ba4a-85fae111d974
64905ac3-9455-4502-b2e0-58bcc27c29ab;МБОУ Гимназия №4;г. Озеры;;https://uchi.ru/schools/pages/64905ac3-9455-4502-b2e0-58bcc27c29ab
0f72ff4f-1d4c-4e84-aafc-22ef6a0ba45d;МОУ СОШ №22;г. Орехово-Зуево;;https://uchi.ru/schools/pages/0f72ff4f-1d4c-4e84-aafc-22ef6a0ba45d
15206334-ba75-4030-b9ee-736660387af3;МБОУ СОШ №3 им. Д. Ф. Лавриненко;г. Протвино;;https://uchi.ru/schools/pages/15206334-ba75-4030-b9ee-736660387af3
4c12eff7-6812-4dc0-8a91-3b6fc0a76782;МАОУ Наро-Фоминская СОШ №3 с углубленным изучением отдельных предметов;г. Наро-Фоминск;;https://uchi.ru/schools/pages/4c12eff7-6812-4dc0-8a91-3b6fc0a76782
8ef107f6-54a2-4140-aec0-d9cbb62e20be;МБОУ СОШ №18 с углубленным изучением отдельных предметов;г. Сергиев Посад;;https://uchi.ru/schools/pages/8ef107f6-54a2-4140-aec0-d9cbb62e20be
40421d55-180b-4220-934b-01b6e8c3a0ab;МОУ СОШ №11;г. Жуковский;;https://uchi.ru/schools/pages/40421d55-180b-4220-934b-01b6e8c3a0ab
1c33d697-55c5-4470-9c94-913ebca5f728;МОУ Вербилковская СОШ;г. Вербилки;;https://uchi.ru/schools/pages/1c33d697-55c5-4470-9c94-913ebca5f728
d65321e1-eed3-4efb-8dde-c97366d1e918;МОУ Ганусовская СОШ;г. Рылеево;;https://uchi.ru/schools/pages/d65321e1-eed3-4efb-8dde-c97366d1e918
b244d94e-4d20-4a39-bd19-c17edab6918d;МАОУ Городского округа Балашиха СОШ №3 с углубленным изучением отдельных предметов;г. Балашиха;;https://uchi.ru/schools/pages/b244d94e-4d20-4a39-bd19-c17edab6918d
94fc85fd-31b5-48f8-bfc0-a8a6f677d61f;МБОУ СОШ №28;г. Богородское;;https://uchi.ru/schools/pages/94fc85fd-31b5-48f8-bfc0-a8a6f677d61f
22b29f7b-ef68-4cd2-8e22-74f450c159b7;МАОУ Образовательный центр Успех;г. Дрожжино;;https://uchi.ru/schools/pages/22b29f7b-ef68-4cd2-8e22-74f450c159b7
bd143df7-a28c-4d6c-9d1f-a9aa20d389ba;МБОУ СОШ № 12;г. Мытищи;;https://uchi.ru/schools/pages/bd143df7-a28c-4d6c-9d1f-a9aa20d389ba
fff7c9c9-9d0b-458b-bbed-96285d247314;МБОУ Гимназия №5 г. Красногорска;г. Красногорск;;https://uchi.ru/schools/pages/fff7c9c9-9d0b-458b-bbed-96285d247314
83cb6bb2-b194-4864-96e3-1e9482fd5f0b;МБОУ Центр образования №21;г. Ногинск;;https://uchi.ru/schools/pages/83cb6bb2-b194-4864-96e3-1e9482fd5f0b
8a112b20-ae7e-4caa-bc49-febd7d74a89f;МОУ Гимназия городского округа Фрязино Московской области;г. Фрязино;;https://uchi.ru/schools/pages/8a112b20-ae7e-4caa-bc49-febd7d74a89f
ce9a4534-b023-462a-864c-19473060c9e5;МОУ Гимназия №9;г. Электросталь;;https://uchi.ru/schools/pages/ce9a4534-b023-462a-864c-19473060c9e5
2b18978d-4aa8-4346-98c2-5d0d327be426;МБОУ Кутузовская СОШ;г. Брехово;;https://uchi.ru/schools/pages/2b18978d-4aa8-4346-98c2-5d0d327be426
b83cdffd-15cb-4808-81e8-6ce1b260731e;МБОУ СОШ № 1 с углубленным изучением отдельных предметов г. Дубны Московской области;г. Дубна;;https://uchi.ru/schools/pages/b83cdffd-15cb-4808-81e8-6ce1b260731e
67fd356e-143a-4172-b778-b3ed77b5a571;МБОУ Узуновская СОШ;г. Узуново;;https://uchi.ru/schools/pages/67fd356e-143a-4172-b778-b3ed77b5a571
a16e13f0-73db-4b2f-ad87-a4cc584e680c;МОУ СОШ №4;г. Орехово-Зуево;;https://uchi.ru/schools/pages/a16e13f0-73db-4b2f-ad87-a4cc584e680c
4e43c9b5-b668-412b-ba91-364ac174a6f0;МОУ Костровская СОШ;г. Кострово;;https://uchi.ru/schools/pages/4e43c9b5-b668-412b-ba91-364ac174a6f0
0d49fbf3-ab2f-4b58-832a-065fb4288167;МОУ Дрезненская СОШ № 1;г. Дрезна;;https://uchi.ru/schools/pages/0d49fbf3-ab2f-4b58-832a-065fb4288167
087edeb6-e5f1-4ee0-83fa-ead6d6e54e6e;МБОУ СОШ № 30;г. Коломна;;https://uchi.ru/schools/pages/087edeb6-e5f1-4ee0-83fa-ead6d6e54e6e
4be82c63-b169-43cd-86b2-90f44d5bca1d;МБОУ Верзиловская СОШ городского округа Ступино Московской области;г. Верзилово;;https://uchi.ru/schools/pages/4be82c63-b169-43cd-86b2-90f44d5bca1d
8950319e-5185-41a1-926c-c33757854f60;МБОУ Гимназия №2 г. Балашиха, мкр. Железнодорожный;г. Балашиха;;https://uchi.ru/schools/pages/8950319e-5185-41a1-926c-c33757854f60
bcd5b293-6607-4df6-9eb7-9bdf4eaa9ca0;МБОУ СОШ №8;г. Сергиев Посад;;https://uchi.ru/schools/pages/bcd5b293-6607-4df6-9eb7-9bdf4eaa9ca0
85242e03-b9ef-463d-9f64-9e80458ccb2f;МОУ Удельнинская СОШ №34;г. Удельная;;https://uchi.ru/schools/pages/85242e03-b9ef-463d-9f64-9e80458ccb2f
5decbb67-6540-4a3d-9342-5a0869f985be;МОУ СОШ № 3 с углублённым изучением английского языка;г. Жуковский;;https://uchi.ru/schools/pages/5decbb67-6540-4a3d-9342-5a0869f985be
452ef2c0-7a69-4fe8-abd2-e40532f14b61;МОУ Дмитровская СОШ №2;г. Дмитров;;https://uchi.ru/schools/pages/452ef2c0-7a69-4fe8-abd2-e40532f14b61
9bbc56a2-5bd5-4556-95da-13fc69055a72;МОУ СОШ № 11;г. Орехово-Зуево;;https://uchi.ru/schools/pages/9bbc56a2-5bd5-4556-95da-13fc69055a72
b81a3199-f808-4229-a41c-d7ccbc9df8cb;МБОУ СОШ № 27 городского округа Щёлково;г. Трубино;;https://uchi.ru/schools/pages/b81a3199-f808-4229-a41c-d7ccbc9df8cb
9298dca4-e547-4aa0-9c8b-7007bdd8aed9;МОУ Оболенская СОШ;г. Оболенск;;https://uchi.ru/schools/pages/9298dca4-e547-4aa0-9c8b-7007bdd8aed9
170a9895-31b9-42b8-bb4b-74101e805632;МОУ Волоколамская СОШ №3;г. Волоколамск;;https://uchi.ru/schools/pages/170a9895-31b9-42b8-bb4b-74101e805632
72ce485b-6e35-4058-8eaa-7ca89d8dd975;МОУ СОШ № 17;г. Воскресенск;;https://uchi.ru/schools/pages/72ce485b-6e35-4058-8eaa-7ca89d8dd975
266cd32a-31cd-4c32-ac96-cd31391668f8;МБОУ СОШ №21;г. Коломна;;https://uchi.ru/schools/pages/266cd32a-31cd-4c32-ac96-cd31391668f8
f12d3475-a1bc-4667-a207-da30c7e5e201;МОУ СОШ №15 им. В. Д. Сабанеева;г. Подольск;;https://uchi.ru/schools/pages/f12d3475-a1bc-4667-a207-da30c7e5e201
cd9b80da-9935-42f9-88ea-bb7e0ee2205d;МБОУ СОШ с углубленным изучением отдельных предметов №7;г. Кашира;;https://uchi.ru/schools/pages/cd9b80da-9935-42f9-88ea-bb7e0ee2205d
ad769102-50bb-4a81-b67e-1460ae041d5e;МБОУ СОШ №16;г. Сергиев Посад;;https://uchi.ru/schools/pages/ad769102-50bb-4a81-b67e-1460ae041d5e
ef20fc69-3248-4da8-b734-5c56b71c198e;МАОУ СОШ №21 городского округа Щёлково;г. Щелково;;https://uchi.ru/schools/pages/ef20fc69-3248-4da8-b734-5c56b71c198e
b056f2aa-7dd5-4881-a241-c4a6bed21af0;МОУ гимназия №15;г. Орехово-Зуево;;https://uchi.ru/schools/pages/b056f2aa-7dd5-4881-a241-c4a6bed21af0
db124bda-0562-4e5a-9ca6-7802b7fe3740;МБОУ СОШ № 13;г. Серпухов;;https://uchi.ru/schools/pages/db124bda-0562-4e5a-9ca6-7802b7fe3740
70df1067-225f-4706-9b43-9d31abfa8e9e;МОУ Демиховский лицей;г. Демихово (Демиховское с/п);;https://uchi.ru/schools/pages/70df1067-225f-4706-9b43-9d31abfa8e9e
6a8935c9-c8f5-49f2-a712-97fff2c92fad;МАОУ СОШ № 22 им. Ф. Я. Фалалеева городского округа Щёлково;г. Монино;;https://uchi.ru/schools/pages/6a8935c9-c8f5-49f2-a712-97fff2c92fad
2cb6cd75-2947-4f99-b7d4-1fd230f7b5dc;МБОУ СОШ № 17;г. Коломна;;https://uchi.ru/schools/pages/2cb6cd75-2947-4f99-b7d4-1fd230f7b5dc
9bb7a46f-85f2-4c6c-94cb-3b2c46604c3e;МБОУ СОШ №5;г. Серпухов;;https://uchi.ru/schools/pages/9bb7a46f-85f2-4c6c-94cb-3b2c46604c3e
a77efbb9-eee7-4964-8ec0-4b2ca0c574b4;МБОУ Гимназия №2;г. Зарайск;;https://uchi.ru/schools/pages/a77efbb9-eee7-4964-8ec0-4b2ca0c574b4
32fc826f-a854-4233-a41e-747b3eddc5b6;МБОУ СОШ № 7 городского округа Долгопрудный;г. Долгопрудный;;https://uchi.ru/schools/pages/32fc826f-a854-4233-a41e-747b3eddc5b6
89bfd743-6d27-479a-a5dd-833b96b3dce2;МАОУ Домодедовская СОШ №6;г. Домодедово;;https://uchi.ru/schools/pages/89bfd743-6d27-479a-a5dd-833b96b3dce2
4dc29c66-32c5-47fa-856b-2a24aa2598ff;МБОУ Нерастанновская СОШ;г. Нерастанное;;https://uchi.ru/schools/pages/4dc29c66-32c5-47fa-856b-2a24aa2598ff
1603f9ae-dc8c-490c-87f1-8ecfb83bcc52;МБОУ СОШ №28 г. Химки;г. Химки;;https://uchi.ru/schools/pages/1603f9ae-dc8c-490c-87f1-8ecfb83bcc52
c7232eb5-662b-4a5d-93cc-a06222941924;МОУ Дмитровская СОШ №10 с углубленным изучением отдельных предметов;г. Дмитров;;https://uchi.ru/schools/pages/c7232eb5-662b-4a5d-93cc-a06222941924
753c9d0b-8fff-4b8f-94a8-966cc9000d4f;МБОУ Городского округа Балашиха СОШ №6;г. Саввино;;https://uchi.ru/schools/pages/753c9d0b-8fff-4b8f-94a8-966cc9000d4f
d88f8c6a-1070-49d5-a467-ecdaee5986f7;МБОУ СОШ №8 им. В. И. Матвеева г. Химки;г. Химки;;https://uchi.ru/schools/pages/d88f8c6a-1070-49d5-a467-ecdaee5986f7
899cb403-2ddc-4b16-8713-395da5be97ad;МБОУ Троицкая СОШ имени С. Н. Воронина;г. Троицкое;;https://uchi.ru/schools/pages/899cb403-2ddc-4b16-8713-395da5be97ad
0ea55dfe-b42c-4666-9e3a-f2730ed28eb2;МБОУ Гимназия №9 г. Химки Московской области;г. Химки;;https://uchi.ru/schools/pages/0ea55dfe-b42c-4666-9e3a-f2730ed28eb2
81ed4e76-bc20-4aa6-acae-36a05afe1fc6;МОУ Федюковская СОШ;г. Федюково;;https://uchi.ru/schools/pages/81ed4e76-bc20-4aa6-acae-36a05afe1fc6
378fc0da-24db-4d19-9544-1eec9d1b87c5;МОУ Лотошинская СОШ №1;г. Лотошино;;https://uchi.ru/schools/pages/378fc0da-24db-4d19-9544-1eec9d1b87c5
1154204d-89b0-4d3b-9a69-b35ba9790117;МОУ Пановская СОШ им. Героя Советского Союза П. Л. Черябкина;г. Биорки;;https://uchi.ru/schools/pages/1154204d-89b0-4d3b-9a69-b35ba9790117
a7b590b8-26a5-493a-832e-9407208850b1;МБОУ городского округа Королёв Московской области СОШ № 22;г. Королев;;https://uchi.ru/schools/pages/a7b590b8-26a5-493a-832e-9407208850b1
650b9707-deab-4116-9b13-39bbf93ff014;МБОУ Нестеровский лицей;г. Нестерово;;https://uchi.ru/schools/pages/650b9707-deab-4116-9b13-39bbf93ff014
3b6ad38d-b2eb-4523-8078-7b0fcb8cdf96;МБОУ СОШ №8 с углублённым изучением отдельных предметов городского округа Ступино Московской области;г. Ступино;;https://uchi.ru/schools/pages/3b6ad38d-b2eb-4523-8078-7b0fcb8cdf96
8bbbb4b7-3c1b-4cd9-a5c2-d2f50d386354;МБОУ Краснозаводская СОШ №1;г. Краснозаводск;;https://uchi.ru/schools/pages/8bbbb4b7-3c1b-4cd9-a5c2-d2f50d386354
4493352e-bf16-4acf-bfac-0d2187692329;МАОУ Повадинская СОШ;г. Вельяминово;;https://uchi.ru/schools/pages/4493352e-bf16-4acf-bfac-0d2187692329
5b7bc35f-d325-4d1b-be7c-e9e1f1cddecd;МБОУ Тучковская СОШ №3 с углубленным изучением отдельных предметов;г. Тучково;;https://uchi.ru/schools/pages/5b7bc35f-d325-4d1b-be7c-e9e1f1cddecd
eb3d7589-8548-4beb-8acf-a5e0f02bf97c;МОУ Дергаевская СОШ №23;г. Дергаево;;https://uchi.ru/schools/pages/eb3d7589-8548-4beb-8acf-a5e0f02bf97c
10174741-bc6b-4eb4-9429-f4d977fd93ef;МОУ Непецинская СОШ;г. Непецино;;https://uchi.ru/schools/pages/10174741-bc6b-4eb4-9429-f4d977fd93ef
1e788167-db3b-4484-ab0d-1fb9ad07d5e4;МБОУ лицей №8 г. Солнечногорска;г. Солнечногорск;;https://uchi.ru/schools/pages/1e788167-db3b-4484-ab0d-1fb9ad07d5e4
d001d7f1-a0b4-42cb-bfd1-266b16f67b54;МОУ СОШ №6 городского округа Павловский Посад Московской области;г. Павловский Посад;;https://uchi.ru/schools/pages/d001d7f1-a0b4-42cb-bfd1-266b16f67b54
2a54b48a-070f-414b-b6ac-083442fadb7d;МАОУ Барыбинская СОШ;г. Барыбино;;https://uchi.ru/schools/pages/2a54b48a-070f-414b-b6ac-083442fadb7d
1bf72304-a05d-4495-9470-52984c7f65f8;МОУ СОШ №3 г. Лыткарино;г. Лыткарино;;https://uchi.ru/schools/pages/1bf72304-a05d-4495-9470-52984c7f65f8
cdbc7617-6ebe-4afb-a827-7a9582dd7ee3;МОУ Гимназия №1;г. Жуковский;;https://uchi.ru/schools/pages/cdbc7617-6ebe-4afb-a827-7a9582dd7ee3
2acd75a0-2b7b-468b-ab24-2ced8b240d76;МОУ СОШ №4 городского округа Павловский Посад Московской области;г. Павловский Посад;;https://uchi.ru/schools/pages/2acd75a0-2b7b-468b-ab24-2ced8b240d76
7bc4d2cc-23e3-4304-a16e-14a90b975e4a;МАОУ городского округа Долгопрудный физико-математический лицей №5;г. Долгопрудный;;https://uchi.ru/schools/pages/7bc4d2cc-23e3-4304-a16e-14a90b975e4a
b63e8ba4-8850-47eb-ae1f-874422021165;МБОУ СОШ № 13 им. В. А. Джанибекова городского округа Щёлково;г. Щелково;;https://uchi.ru/schools/pages/b63e8ba4-8850-47eb-ae1f-874422021165
30b28536-0c32-4ebf-b3a1-556140064941;МБОУ СОШ № 11;г. Серпухов;;https://uchi.ru/schools/pages/30b28536-0c32-4ebf-b3a1-556140064941
bac4d73c-f109-49f6-99f8-c27091479fde;МБОУ СОШ №25 им. И. А. Копылова городского округа Щёлково;г. Фряново;;https://uchi.ru/schools/pages/bac4d73c-f109-49f6-99f8-c27091479fde
46b8e722-aa15-408b-9e1e-78f212efe7a0;МОУ Константиновская СОШ;г. Константиново;;https://uchi.ru/schools/pages/46b8e722-aa15-408b-9e1e-78f212efe7a0
d97fdb77-e906-4bb8-a50f-30c77fdd73c5;МБОУ Пролетарская СОШ;г. Васильевское;;https://uchi.ru/schools/pages/d97fdb77-e906-4bb8-a50f-30c77fdd73c5
a53f37d4-b33b-46db-8558-dfccd547c6ff;МОУ СОШ Перспектива;г. Колычево;;https://uchi.ru/schools/pages/a53f37d4-b33b-46db-8558-dfccd547c6ff
db6d3bf8-1c01-4c59-b8e5-382ca7f4e616;МБОУ Менделеевская СОШ;г. Менделеево;;https://uchi.ru/schools/pages/db6d3bf8-1c01-4c59-b8e5-382ca7f4e616
d5dc996e-e604-4bb0-9af2-3fb148ec0e89;МОУ СОШ им. Героя России летчика-испытателя ​Сергея Рыбникова​;г. Воскресенск;;https://uchi.ru/schools/pages/d5dc996e-e604-4bb0-9af2-3fb148ec0e89
fc9c5e71-6edd-402f-8b16-4eba2a1016fc;МОУ СОШ Траектория успеха;г. Ашитково;;https://uchi.ru/schools/pages/fc9c5e71-6edd-402f-8b16-4eba2a1016fc
b16a1e86-d52d-4cb0-98cb-21e66997b29b;МАОУ Лицей № 14 им. Ю. А. Гагарина городского округа Щёлково;г. Щелково;;https://uchi.ru/schools/pages/b16a1e86-d52d-4cb0-98cb-21e66997b29b
787632cc-27ec-4443-af08-a388e943a346;ГАОУ Московской области Долгопрудненская гимназия;г. Долгопрудный;;https://uchi.ru/schools/pages/787632cc-27ec-4443-af08-a388e943a346
bcc1639f-e788-46ff-b1f9-7189827040bc;МБОУ Бутовская СОШ №1;г. Бутово;;https://uchi.ru/schools/pages/bcc1639f-e788-46ff-b1f9-7189827040bc
373fd499-7684-4238-ab63-db370a524da0;МБОУ СОШ №15;г. Скоропусковский;;https://uchi.ru/schools/pages/373fd499-7684-4238-ab63-db370a524da0
9fb7f23e-8f7d-44ca-95cb-a3a36284c01d;МАОУ Ликино-Дулевский лицей;г. Ликино-Дулево;;https://uchi.ru/schools/pages/9fb7f23e-8f7d-44ca-95cb-a3a36284c01d
f91e2656-52ad-46fb-8926-7cae0dffb3b5;МБОУ Городского округа Балашиха Гимназия №1 им. Героя Российской Федерации А. В. Баландина;г. Балашиха;;https://uchi.ru/schools/pages/f91e2656-52ad-46fb-8926-7cae0dffb3b5
59684f62-5f5d-4ea7-9c72-c9885f3e9733;МОУ СОШ № 1 г. Звенигорода;г. Звенигород;;https://uchi.ru/schools/pages/59684f62-5f5d-4ea7-9c72-c9885f3e9733
8b1af1d6-19cf-4672-92cd-8a379c15e0d5;МОУ СОШ 75 городского округа Черноголовка Московской области;г. Черноголовка;;https://uchi.ru/schools/pages/8b1af1d6-19cf-4672-92cd-8a379c15e0d5
3183287d-a54c-42c8-991d-c2c657d70078;МБОУ СОШ № 1 с углублённым изучением отдельных предметов городского округа Ступино Московской области;г. Ступино;;https://uchi.ru/schools/pages/3183287d-a54c-42c8-991d-c2c657d70078
6157f627-863e-4a26-9cb1-a1eec68bd40d;МБОУ Гимназия №1;г. Серпухов;;https://uchi.ru/schools/pages/6157f627-863e-4a26-9cb1-a1eec68bd40d
bf5b7e71-f127-4eb7-a317-60e20a77e57e;МОУ Лицей №1 городского округа Павловский Посад Московской области;г. Павловский Посад;;https://uchi.ru/schools/pages/bf5b7e71-f127-4eb7-a317-60e20a77e57e
715c5d37-2e91-494f-95bd-a6a12d4b285c;МОУ Сергиевская СОШ им. почетного гражданина Московской области М. С. Трифонова;г. Сергиевский;;https://uchi.ru/schools/pages/715c5d37-2e91-494f-95bd-a6a12d4b285c
1cef0777-3863-4c58-a3f8-c7fc9cde7b9b;МБОУ Николо-Урюпинская ООШ;г. Николо-Урюпино;;https://uchi.ru/schools/pages/1cef0777-3863-4c58-a3f8-c7fc9cde7b9b
74604d42-aa4e-4414-a484-3aabf2b522ba;МБОУ Васильевская СОШ;г. Васильевское;;https://uchi.ru/schools/pages/74604d42-aa4e-4414-a484-3aabf2b522ba
d27d07d3-1037-4b65-b8d6-e31b14605fc3;МБОУ Барабановская СОШ;г. Барабаново;;https://uchi.ru/schools/pages/d27d07d3-1037-4b65-b8d6-e31b14605fc3
578e4192-0b89-4872-906d-25b5bc9475c6;МБОУ СОШ №3 с углублённым изучением отдельных предметов г. Реутова;г. Реутов;;https://uchi.ru/schools/pages/578e4192-0b89-4872-906d-25b5bc9475c6
b7fe7f05-df94-4f54-9a22-16b47f7fb67e;МБОУ - СОШ № 6 с углубленным изучением предметов музыкально-эстетического цикла;г. Жуковский;;https://uchi.ru/schools/pages/b7fe7f05-df94-4f54-9a22-16b47f7fb67e
835243e2-dc61-4c49-a66d-d3e695ada15e;МОУ Запрудненская СОШ №1;г. Запрудня;;https://uchi.ru/schools/pages/835243e2-dc61-4c49-a66d-d3e695ada15e
278a5eff-93fb-4443-a527-f260c07de274;МАОУ Белостолбовская СОШ;г. Белые Столбы;;https://uchi.ru/schools/pages/278a5eff-93fb-4443-a527-f260c07de274
bf23b1c4-2589-4c6d-8ae9-1fab370fa691;МОУ Синьковская СОШ №1;г. Новосиньково;;https://uchi.ru/schools/pages/bf23b1c4-2589-4c6d-8ae9-1fab370fa691
b0df4845-bd2b-448c-be4b-dc2a14d1b03a;МОУ СОШ № 22 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/b0df4845-bd2b-448c-be4b-dc2a14d1b03a
98324d01-3a6a-4ec0-b238-e015eeef24b6;МОУ СОШ №47 муниципального образования городской округ Люберцы Московской области;г. Малаховка;;https://uchi.ru/schools/pages/98324d01-3a6a-4ec0-b238-e015eeef24b6
28f7ba13-36fb-41f8-ad94-a6d8285e0c6e;МБОУ городского округа Королев Московской области СОШ №8;г. Королев;;https://uchi.ru/schools/pages/28f7ba13-36fb-41f8-ad94-a6d8285e0c6e
fe3f1b88-8045-4470-a9ff-1c25f06f32e6;МБОУ Дороховская СОШ;г. Дорохово;;https://uchi.ru/schools/pages/fe3f1b88-8045-4470-a9ff-1c25f06f32e6
a2fb70a9-89d8-4827-8a4c-323c3c1dcf53;МОУ Рахмановская СОШ им. Е. Ф. Кошенкова городского округа Павловский Посад Московской области;г. Рахманово;;https://uchi.ru/schools/pages/a2fb70a9-89d8-4827-8a4c-323c3c1dcf53
7825c0f8-d27d-4923-aa9e-9d774fff5f7b;МБОУ Городского округа Балашиха СОШ №18;г. Черное;;https://uchi.ru/schools/pages/7825c0f8-d27d-4923-aa9e-9d774fff5f7b
dcf2d94c-e72a-4901-9916-ac2a7cd958a5;МБОУ Лицей №1 им. А. Блока;г. Солнечногорск;;https://uchi.ru/schools/pages/dcf2d94c-e72a-4901-9916-ac2a7cd958a5
e0e53448-b4df-455c-9dfe-4c646e0bf3f5;МОУ Чулковская СОШ №20;г. Чулково;;https://uchi.ru/schools/pages/e0e53448-b4df-455c-9dfe-4c646e0bf3f5
24f0c73c-8605-4e51-8116-408044ec719b;МОУ СОШ №26;г. Орехово-Зуево;;https://uchi.ru/schools/pages/24f0c73c-8605-4e51-8116-408044ec719b
37e90bd2-591e-43ea-b0f9-8a4e3e063171;МБОУ СОШ № 8 г. Красногорска Московской области;г. Красногорск;;https://uchi.ru/schools/pages/37e90bd2-591e-43ea-b0f9-8a4e3e063171
cccc9bf6-a3d5-4e78-aea3-9cabb34be304;АНОО Ногинская гимназия;г. Ногинск;;https://uchi.ru/schools/pages/cccc9bf6-a3d5-4e78-aea3-9cabb34be304
988e9dc7-0209-4cd7-8f61-854e86ce1f91;МБОУ Шаховская СОШ № 1;г. Шаховская;;https://uchi.ru/schools/pages/988e9dc7-0209-4cd7-8f61-854e86ce1f91
b74bb671-15e0-4de6-a0a4-ff99e86622d2;МАОУ СОШ №2 городского округа Щёлково;г. Щелково;;https://uchi.ru/schools/pages/b74bb671-15e0-4de6-a0a4-ff99e86622d2
b3987aaf-5b23-4d42-b4bf-d86c957ac62d;МБОУ СОШ №1;г. Лобня;;https://uchi.ru/schools/pages/b3987aaf-5b23-4d42-b4bf-d86c957ac62d
f4b3b56d-8cf7-4e58-9812-22c1af34043e;МБОУ Центр образования № 25 им. Героя Советского Союза Михаила Васильевича Водопьянова;г. Старая Купавна;;https://uchi.ru/schools/pages/f4b3b56d-8cf7-4e58-9812-22c1af34043e
ba84b4de-ffea-4883-a0ea-764d6d51bdc2;МБОУ СОШ №26;г. Реммаш;;https://uchi.ru/schools/pages/ba84b4de-ffea-4883-a0ea-764d6d51bdc2
8b98490d-c514-46de-b6c7-47856c677707;МОУ – СОШ Имена Победы;г. Новощапово;;https://uchi.ru/schools/pages/8b98490d-c514-46de-b6c7-47856c677707
