ID_школы;Название_школы;Город;Регион;Ссылка_на_страницу
99669e56-9749-43ff-981d-b2390d913209;МБОУ Гимназия №16;г. Мытищи;;https://uchi.ru/schools/pages/99669e56-9749-43ff-981d-b2390d913209
821f567a-9bb2-44c5-9392-4c5f639e8711;МБОУ Гимназия №6 г. Ивантеевка городского округа Пушкинский;г. Ивантеевка;;https://uchi.ru/schools/pages/821f567a-9bb2-44c5-9392-4c5f639e8711
de4504a0-8ed4-4707-8075-c083841328f6;МБОУ Лесногородская СОШ;г. Лесной Городок;;https://uchi.ru/schools/pages/de4504a0-8ed4-4707-8075-c083841328f6
e8acb7e6-6e9a-45ff-b76e-71f0fab44d70;МАОУ Апрелевская СОШ №1;г. Апрелевка;;https://uchi.ru/schools/pages/e8acb7e6-6e9a-45ff-b76e-71f0fab44d70
2f0cd9b4-fea3-47f6-82e8-1ae650cb924b;МОУ Лицей №26 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/2f0cd9b4-fea3-47f6-82e8-1ae650cb924b
f482e41d-8888-4f36-833e-280e6f6a09c9;МБОУ городского округа Королёв Московской области Лицей №5;г. Королев;;https://uchi.ru/schools/pages/f482e41d-8888-4f36-833e-280e6f6a09c9
07d81272-5af3-47a7-83ff-046f9a410a86;МАОУ Домодедовская СОШ №7 с углубленным изучением отдельных предметов;г. Домодедово;;https://uchi.ru/schools/pages/07d81272-5af3-47a7-83ff-046f9a410a86
c44cc805-fb3f-406d-8d0d-e18de18a4068;МОУ СОШ № 3 с углубленным изучением отдельных предметов г. Егорьевска;г. Егорьевск;;https://uchi.ru/schools/pages/c44cc805-fb3f-406d-8d0d-e18de18a4068
e52311ae-2c7f-4d38-ad9d-b28e84c9a5dd;МБОУ Котельниковская СОШ № 1 им. Героя Советского Союза Л. Д. Чурилова городского округа Котельники Московской области;г. Котельники;;https://uchi.ru/schools/pages/e52311ae-2c7f-4d38-ad9d-b28e84c9a5dd
d08bad43-a43e-49f7-994f-94e713bc57db;МОУ Лицей г. Истра;г. Истра;;https://uchi.ru/schools/pages/d08bad43-a43e-49f7-994f-94e713bc57db
255bfc3b-bc1b-414a-85be-3544870563f8;МБОУ городского округа Балашиха СОШ №22;г. Балашиха;;https://uchi.ru/schools/pages/255bfc3b-bc1b-414a-85be-3544870563f8
55eaf04a-0266-43ce-815f-bf4c915ef433;МОУ Раменская СОШ №8;г. Раменское;;https://uchi.ru/schools/pages/55eaf04a-0266-43ce-815f-bf4c915ef433
571d8c2f-328b-4afc-8918-0c8cb42a0251;МОУ Гимназия №4;г. Лыткарино;;https://uchi.ru/schools/pages/571d8c2f-328b-4afc-8918-0c8cb42a0251
6b86f92b-abd4-425c-9562-27ac844e70b5;МБОУ Тридцать первая школа г. Химки;г. Химки;;https://uchi.ru/schools/pages/6b86f92b-abd4-425c-9562-27ac844e70b5
d60d504f-4fdd-403d-8e49-d7ef3c61670b;МБОУ СОШ Мозаика;г. Путилково;;https://uchi.ru/schools/pages/d60d504f-4fdd-403d-8e49-d7ef3c61670b
25ec267c-87dd-4ec8-8584-51704ef444a8;МБОУ СОШ №4;г. Сергиев Посад;;https://uchi.ru/schools/pages/25ec267c-87dd-4ec8-8584-51704ef444a8
888b520a-cf4b-4aab-a511-a6e5e86093af;МОУ СОШ №34 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/888b520a-cf4b-4aab-a511-a6e5e86093af
4ca27097-b237-44aa-8c81-7c5da07abb6b;МБОУ городского округа Королев Московской области Гимназия № 3 им. Л. П. Данилиной;г. Королев;;https://uchi.ru/schools/pages/4ca27097-b237-44aa-8c81-7c5da07abb6b
58547867-2467-4761-8042-9800d65a3afb;МОУ Раменская СОШ №6;г. Раменское;;https://uchi.ru/schools/pages/58547867-2467-4761-8042-9800d65a3afb
0be1d6f3-0635-4f62-b3b8-c97d222ab761;МОУ Раменская СОШ №9;г. Раменское;;https://uchi.ru/schools/pages/0be1d6f3-0635-4f62-b3b8-c97d222ab761
bc6fd0d6-7f99-4a70-badc-781b579d6995;МБОУ Лицей г. Шатуры Городского округа Шатура;г. Шатура;;https://uchi.ru/schools/pages/bc6fd0d6-7f99-4a70-badc-781b579d6995
0144bd18-a484-484c-a0b3-f34c61ea5172;МАОУ Бутовская СОШ №2;г. Дрожжино;;https://uchi.ru/schools/pages/0144bd18-a484-484c-a0b3-f34c61ea5172
cacba493-c28f-485a-8920-20559d305e5f;МБОУ Одинцовская гимназия №14;г. Одинцово;;https://uchi.ru/schools/pages/cacba493-c28f-485a-8920-20559d305e5f
24c79794-651d-428a-ab54-e4e62058306c;МАОУ Свердловская СОШ №2 городского округа Лосино-Петровский;г. Свердловский;;https://uchi.ru/schools/pages/24c79794-651d-428a-ab54-e4e62058306c
123099f3-c729-4028-9b6d-bf014c847dca;МАОУ СОШ №10 г. Реутова;г. Реутов;;https://uchi.ru/schools/pages/123099f3-c729-4028-9b6d-bf014c847dca
309d5370-2209-4dc0-bb5c-ad21ee071a2e;МБОУ Центр образования № 33;г. Электроугли;;https://uchi.ru/schools/pages/309d5370-2209-4dc0-bb5c-ad21ee071a2e
2b80c254-8111-4625-8601-8e9cf3db66eb;МБОУ СОШ № 30 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/2b80c254-8111-4625-8601-8e9cf3db66eb
17a1b7ab-383a-4d03-9652-172b2b55edb6;МБОУ СОШ №4 с углубленным изучением отдельных предметов им. Г. К. Жукова г. о. Краснознаменска;г. Краснознаменск;;https://uchi.ru/schools/pages/17a1b7ab-383a-4d03-9652-172b2b55edb6
f91bafab-5e78-4af1-acc8-9dffde1faad5;МОУ СОШ № 33 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/f91bafab-5e78-4af1-acc8-9dffde1faad5
06a7eade-d598-4597-9bd8-43d97544f6bb;МОУ Дедовская СОШ №1;г. Дедовск;;https://uchi.ru/schools/pages/06a7eade-d598-4597-9bd8-43d97544f6bb
d9ce9d40-71a2-4a66-bfb0-7f6456b829cd;МБОУ СОШ №27;г. Мытищи;;https://uchi.ru/schools/pages/d9ce9d40-71a2-4a66-bfb0-7f6456b829cd
40141fdc-eb67-48d9-a556-faeac6a0d862;МАОУ Домодедовская СОШ № 2 им. М. Д. Глазова;г. Домодедово;;https://uchi.ru/schools/pages/40141fdc-eb67-48d9-a556-faeac6a0d862
f1cb5118-140d-48c7-91fa-02f7bce1d5dc;МОУ СОШ №8 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/f1cb5118-140d-48c7-91fa-02f7bce1d5dc
55976be8-ada3-4c19-a275-56e8b424ba46;МОУ СОШ № 27 муниципального образования городской округ Люберцы Московской области;г. Люберцы;;https://uchi.ru/schools/pages/55976be8-ada3-4c19-a275-56e8b424ba46
ccf1e387-3b8b-48fb-b949-43cabd6963f8;МБОУ СОШ № 6 им. Сахнова В. И.;г. Лобня;;https://uchi.ru/schools/pages/ccf1e387-3b8b-48fb-b949-43cabd6963f8
ae6453be-cfa1-45aa-ad3b-f39111ee2cc0;МОУ СОШ №51 муниципального образования городской округ Люберцы Московской области;г. Мирный;;https://uchi.ru/schools/pages/ae6453be-cfa1-45aa-ad3b-f39111ee2cc0
7fc1901a-1648-46a4-b69d-62e605806e86;МАОУ Городского округа Балашиха СОШ №33;г. Балашиха;;https://uchi.ru/schools/pages/7fc1901a-1648-46a4-b69d-62e605806e86
e27da18c-a3f8-43f0-9847-8cae85c4297c;МБОУ Центр образования № 62;г. Старая Купавна;;https://uchi.ru/schools/pages/e27da18c-a3f8-43f0-9847-8cae85c4297c
6122dd2e-277d-43ca-9140-4b63a24921a2;МОУ СОШ №9 городского округа Павловский Посад Московской области;г. Павловский Посад;;https://uchi.ru/schools/pages/6122dd2e-277d-43ca-9140-4b63a24921a2
c25c2f86-0235-49b5-80b3-99eed043d946;МОУ – гимназия им. В. Н. Татищева;г. Клин;;https://uchi.ru/schools/pages/c25c2f86-0235-49b5-80b3-99eed043d946
c2e7bcb1-f8fe-46f6-8f88-8f15e34a2ee7;МБОУ Наро-Фоминская СОШ № 6 с углубленным изучением отдельных предметов;г. Наро-Фоминск;;https://uchi.ru/schools/pages/c2e7bcb1-f8fe-46f6-8f88-8f15e34a2ee7
1b0cd03d-7904-42a2-b029-80c636fbcc4a;МБОУ СОШ № 8 им. героя Советского Союза Будника Г. Д.;г. Лобня;;https://uchi.ru/schools/pages/1b0cd03d-7904-42a2-b029-80c636fbcc4a
fcd89693-7b50-43cd-b31f-be67e2b30bd9;МБОУ Голицынская СОШ №2;г. Голицыно;;https://uchi.ru/schools/pages/fcd89693-7b50-43cd-b31f-be67e2b30bd9
2ceda971-8871-4b90-8588-705e579c081d;МОУ СОШ №15 с углубленным изучением отдельных предметов;г. Электросталь;;https://uchi.ru/schools/pages/2ceda971-8871-4b90-8588-705e579c081d
3df3b2aa-3a07-4ffa-877a-0d8a2a5cdec3;МБОУ СОШ №8;г. Мытищи;;https://uchi.ru/schools/pages/3df3b2aa-3a07-4ffa-877a-0d8a2a5cdec3
24329852-6a04-4b33-be0d-66787c737620;МОУ СОШ №11 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/24329852-6a04-4b33-be0d-66787c737620
07426812-42d2-45cd-99ec-b4d3ad2b284a;МОУ Лицей №7;г. Электросталь;;https://uchi.ru/schools/pages/07426812-42d2-45cd-99ec-b4d3ad2b284a
2067298a-a85d-48c9-88d4-b41ea19c9238;МОУ СОШ №4 с углубленным изучением отдельных предметов г. Фрязино Московской области;г. Фрязино;;https://uchi.ru/schools/pages/2067298a-a85d-48c9-88d4-b41ea19c9238
4a2eaa0c-9c43-4a92-a03c-f0e84a261c06;МБОУ Одинцовская СОШ №5;г. Одинцово;;https://uchi.ru/schools/pages/4a2eaa0c-9c43-4a92-a03c-f0e84a261c06
eb1f16e3-9efd-4ee1-9efa-70360f1c0494;МОУ Софьинская СОШ;г. Софьино;;https://uchi.ru/schools/pages/eb1f16e3-9efd-4ee1-9efa-70360f1c0494
73fb598c-8d45-475f-aaae-90bda70cb429;МОУ Лицей №5 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/73fb598c-8d45-475f-aaae-90bda70cb429
005a2eba-5665-4b64-b486-4a9d6d9d14a6;МАОУ Домодедовская СОШ №9;г. Домодедово;;https://uchi.ru/schools/pages/005a2eba-5665-4b64-b486-4a9d6d9d14a6
8427ea6c-b132-48d1-848d-115f63985f2e;МБОУ – СОШ № 9;г. Жуковский;;https://uchi.ru/schools/pages/8427ea6c-b132-48d1-848d-115f63985f2e
c505a433-4c6e-45c3-8de7-6007f9a209e0;МБОУ СОШ №1 г. Красногорска;г. Красногорск;;https://uchi.ru/schools/pages/c505a433-4c6e-45c3-8de7-6007f9a209e0
2ced8a1d-c49a-45d1-9df1-c32cfff5343f;МБОУ СОШ №4;г. Лобня;;https://uchi.ru/schools/pages/2ced8a1d-c49a-45d1-9df1-c32cfff5343f
d57e684b-8c9a-47f1-98e6-d2e8e47f6742;МОУ Гимназия № 5 муниципального образования городской округ Люберцы Московской области;г. Люберцы;;https://uchi.ru/schools/pages/d57e684b-8c9a-47f1-98e6-d2e8e47f6742
6cd7f744-b900-4017-885f-8b7258077a81;МАОУ городского округа Долгопрудный СОШ №14;г. Долгопрудный;;https://uchi.ru/schools/pages/6cd7f744-b900-4017-885f-8b7258077a81
3c11a7f2-accd-4563-8073-387b71ab2645;МБОУ Лицей № 4;г. Коломна;;https://uchi.ru/schools/pages/3c11a7f2-accd-4563-8073-387b71ab2645
9bedf9bb-5c43-4036-bbde-6b9befe72a4f;МОУ гимназия №18 муниципального образования городского округа Люберцы Московской области;г. Томилино;;https://uchi.ru/schools/pages/9bedf9bb-5c43-4036-bbde-6b9befe72a4f
0a89c151-61bd-465b-9c54-0677cb9abd3c;МБОУ Гимназия № 2 Квантор;г. Коломна;;https://uchi.ru/schools/pages/0a89c151-61bd-465b-9c54-0677cb9abd3c
814e8cdb-f4fe-46f6-b10c-faf1b66aa45a;МБОУ г. Ивантеевка Городского округа Пушкинский Московской области Образовательный центр №7;г. Ивантеевка;;https://uchi.ru/schools/pages/814e8cdb-f4fe-46f6-b10c-faf1b66aa45a
3b10d950-afba-46e1-bbeb-c07d1090d949;МБОУ СОШ №11 г. Красногорска;г. Красногорск;;https://uchi.ru/schools/pages/3b10d950-afba-46e1-bbeb-c07d1090d949
a3911c7e-9f42-4656-aa82-bfb2137acc36;МБОУ СОШ №5;г. Лобня;;https://uchi.ru/schools/pages/a3911c7e-9f42-4656-aa82-bfb2137acc36
22666c65-05f4-49f4-a995-9e09ea7500f4;МОУ - СОШ №8 им. Виктора Васильевича Талалихина;г. Клин;;https://uchi.ru/schools/pages/22666c65-05f4-49f4-a995-9e09ea7500f4
b190a7d8-914f-4876-93f6-fa85d8038b9c;МОУ Гимназия г. Раменское;г. Раменское;;https://uchi.ru/schools/pages/b190a7d8-914f-4876-93f6-fa85d8038b9c
172f61c4-6a4b-404e-a63e-78f7fbad5e91;МБОУ СОШ № 1;г. Серпухов;;https://uchi.ru/schools/pages/172f61c4-6a4b-404e-a63e-78f7fbad5e91
ecb15cd2-4a46-4153-b10f-082f2b753552;МОУ Раменская СОШ №35 Вектор успеха;г. Раменское;;https://uchi.ru/schools/pages/ecb15cd2-4a46-4153-b10f-082f2b753552
a18c6c51-926f-4bcd-b626-687f70783333;МБОУ городского округа Королев Московской области Лицей №4;г. Королев;;https://uchi.ru/schools/pages/a18c6c51-926f-4bcd-b626-687f70783333
c2ebc638-c4c0-4854-a922-d324f8903818;МБОУ Наро-Фоминская СОШ №4 с углублённым изучением отдельных предметов;г. Наро-Фоминск;;https://uchi.ru/schools/pages/c2ebc638-c4c0-4854-a922-d324f8903818
45be8410-afc5-4206-bd01-3659182df53e;МБОУ СОШ № 1 г. Шатуры Городского округа Шатура;г. Шатура;;https://uchi.ru/schools/pages/45be8410-afc5-4206-bd01-3659182df53e
8254679c-82ef-41a0-9561-e11c00a6dfcf;МБОУ СОШ №1 г. Реутова;г. Реутов;;https://uchi.ru/schools/pages/8254679c-82ef-41a0-9561-e11c00a6dfcf
90ec03b4-c8dd-42c1-ac78-68f14bed9c99;МБОУ Одинцовская СОШ №12;г. Одинцово;;https://uchi.ru/schools/pages/90ec03b4-c8dd-42c1-ac78-68f14bed9c99
7bd433b6-beff-4451-82f7-dbe243be9195;МОУ СОШ №8 г. Егорьевска;г. Егорьевск;;https://uchi.ru/schools/pages/7bd433b6-beff-4451-82f7-dbe243be9195
92d11380-3da0-4700-9e3a-0ac7741a2850;МОУ Глебовская СОШ;г. Глебовский;;https://uchi.ru/schools/pages/92d11380-3da0-4700-9e3a-0ac7741a2850
61c6f988-f578-4489-903f-115dc6d5d046;МБОУ гимназия № 6 им. дважды Героя Советского Союза Д. А. Драгунского г. Солнечногорска;г. Солнечногорск;;https://uchi.ru/schools/pages/61c6f988-f578-4489-903f-115dc6d5d046
6b5ce215-e85b-46b9-8d5d-787873fd9188;МАОУ Алабинская СОШ с углубленным изучением отдельных предметов им. Героя Российской Федерации С. А. Ашихмина;г. Калининец;;https://uchi.ru/schools/pages/6b5ce215-e85b-46b9-8d5d-787873fd9188
bf1b881f-93d7-4468-b086-38f647468685;МБОУ г. Пушкино Городского округа Пушкинский Московской области Образовательный комплекс №8;г. Пушкино;;https://uchi.ru/schools/pages/bf1b881f-93d7-4468-b086-38f647468685
88b6787f-d069-4b55-9369-bcde1f73829e;МБОУ Луховицкая СОШ №1;г. Луховицы;;https://uchi.ru/schools/pages/88b6787f-d069-4b55-9369-bcde1f73829e
8d56afad-2289-49f5-96c5-2ba5f0f77e1e;МБОУ СОШ №9 городского округа Ступино Московской области;г. Ступино;;https://uchi.ru/schools/pages/8d56afad-2289-49f5-96c5-2ba5f0f77e1e
de37e151-fe51-43db-afe0-c4dbe4ace287;МБОУ Гимназия №2 городского округа Краснознаменск Московской области;г. Краснознаменск;;https://uchi.ru/schools/pages/de37e151-fe51-43db-afe0-c4dbe4ace287
ae754e5c-69c4-4273-a702-63d87a2cf743;МБОУ СОШ №18 г. Красногорска;г. Красногорск;;https://uchi.ru/schools/pages/ae754e5c-69c4-4273-a702-63d87a2cf743
b1159668-013d-4b9e-a53e-412777975846;МАОУ СОШ №2 с углубленным изучением отдельных предметов им. Героя Советского Союза Н. А. Тимофеева городского округа Бронницы Московской области;г. Бронницы;;https://uchi.ru/schools/pages/b1159668-013d-4b9e-a53e-412777975846
75e8476e-1b91-498b-a580-a5bd12f2428c;МБОУ городского округа Королев Московской области Гимназия №5;г. Королев;;https://uchi.ru/schools/pages/75e8476e-1b91-498b-a580-a5bd12f2428c
42376f45-3c43-4a18-9e78-0fb79dff657a;МОУ Истринская СОШ №3;г. Истра;;https://uchi.ru/schools/pages/42376f45-3c43-4a18-9e78-0fb79dff657a
871a952a-e5a8-41ec-a06d-260509474e2a;МОУ Раменская СОШ №21 с углублённым изучением отдельных предметов;г. Раменское;;https://uchi.ru/schools/pages/871a952a-e5a8-41ec-a06d-260509474e2a
d7f9cdb8-8455-4547-8b24-b833fcc95986;МОУ СОШ №1 с углубленным изучением отдельных предметов г. Фрязино Московской области;г. Фрязино;;https://uchi.ru/schools/pages/d7f9cdb8-8455-4547-8b24-b833fcc95986
14a38126-a9af-4061-ba54-256fc4b314b1;МАОУ Аэрокосмический лицей г. Химки;г. Химки;;https://uchi.ru/schools/pages/14a38126-a9af-4061-ba54-256fc4b314b1
f313b2c6-29c8-437d-a08f-a646c31dcba8;МБОУ СОШ № 14;г. Коломна;;https://uchi.ru/schools/pages/f313b2c6-29c8-437d-a08f-a646c31dcba8
fe777aa3-384f-4898-bb94-06db91a0618c;МБОУ Гимназия № 5;г. Дзержинский;;https://uchi.ru/schools/pages/fe777aa3-384f-4898-bb94-06db91a0618c
b1129a6a-3075-4c3a-adf9-884d90436990;МОУ Гимназия №7 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/b1129a6a-3075-4c3a-adf9-884d90436990
192b6d84-afc6-4895-a1ff-3fd0ede59e9d;МБОУ Гимназия №7;г. Чехов;;https://uchi.ru/schools/pages/192b6d84-afc6-4895-a1ff-3fd0ede59e9d
f2b3244f-52c8-4274-8da8-a9b3328ef8a0;МБОУ СОШ №5 г. Реутова;г. Реутов;;https://uchi.ru/schools/pages/f2b3244f-52c8-4274-8da8-a9b3328ef8a0
e919bff9-3ed7-43df-bc2d-9867dcc286a0;МОУ Лицей № 10 им. Д. И. Менделеева;г. Клин;;https://uchi.ru/schools/pages/e919bff9-3ed7-43df-bc2d-9867dcc286a0
c710e21b-be5a-4977-ba27-8bef60501b41;МОУ СОШ №22 с углублённым изучением отдельных предметов;г. Электросталь;;https://uchi.ru/schools/pages/c710e21b-be5a-4977-ba27-8bef60501b41
e6530a75-784c-4c7f-8b8a-e73872b1841e;МБОУ СОШ № 1 с углубленным изучением отдельных предметов г. Чехова Московской области;г. Чехов;;https://uchi.ru/schools/pages/e6530a75-784c-4c7f-8b8a-e73872b1841e
fc69214d-8ace-4e4b-9037-dc1adc2b87f0;МБОУ СОШ Лига первых г. Химки;г. Химки;;https://uchi.ru/schools/pages/fc69214d-8ace-4e4b-9037-dc1adc2b87f0
b54b0ce8-1867-4a62-8fc7-78418977bdfd;МАОУ Земская гимназия;г. Балашиха;;https://uchi.ru/schools/pages/b54b0ce8-1867-4a62-8fc7-78418977bdfd
d649a49b-e4c0-4175-a177-12881f1c81cd;МБОУ СОШ №2 городского округа Ступино Московской области;г. Ступино;;https://uchi.ru/schools/pages/d649a49b-e4c0-4175-a177-12881f1c81cd
f891d71f-e303-47ae-8abb-3c0c5cd5fd26;МОУ СОШ им. А. П. Чехова;г. Истра;;https://uchi.ru/schools/pages/f891d71f-e303-47ae-8abb-3c0c5cd5fd26
511c927a-1362-4288-87f4-e511977b4067;МБОУ СОШ №2 им. В. В. Дагаева городского округа Лосино-Петровский;г. Лосино-Петровский;;https://uchi.ru/schools/pages/511c927a-1362-4288-87f4-e511977b4067
1c547614-b317-4711-9768-4dc15e18931a;МБОУ г. Ивантеевка Городского округа Пушкинский Московской области Образовательный центр №2;г. Ивантеевка;;https://uchi.ru/schools/pages/1c547614-b317-4711-9768-4dc15e18931a
9e3159db-9f2a-4d89-a16c-e0930e9ef4d9;МБОУ СОШ с углубленным изучением отдельных предметов №22 г. Химки;г. Химки;;https://uchi.ru/schools/pages/9e3159db-9f2a-4d89-a16c-e0930e9ef4d9
4be3068f-83b8-4413-8ab4-2622bcaa618a;МБОУ СОШ №14;г. Мытищи;;https://uchi.ru/schools/pages/4be3068f-83b8-4413-8ab4-2622bcaa618a
3bcb807f-8921-489a-a751-98b110cc4a14;МАОУ СОШ № 12 им. В. П. Чкалова городского округа Щёлково;г. Щелково;;https://uchi.ru/schools/pages/3bcb807f-8921-489a-a751-98b110cc4a14
65511160-96fb-4b81-9119-9d82ca82a720;МАОУ Гимназия № 2 городского округа Щёлково;г. Щелково;;https://uchi.ru/schools/pages/65511160-96fb-4b81-9119-9d82ca82a720
44fb28b8-0398-4c77-8b2c-9b5ecd3d31b9;МБОУ городского округа Балашиха СОШ №2 им. героя Российской Федерации А. В. Крестьянинова;г. Балашиха;;https://uchi.ru/schools/pages/44fb28b8-0398-4c77-8b2c-9b5ecd3d31b9
111e6057-4423-459a-8a2e-c70d859c5395;МОУ Львовская СОШ №4;г. Подольск;;https://uchi.ru/schools/pages/111e6057-4423-459a-8a2e-c70d859c5395
f54a9bf1-5ba8-4782-95bb-5706d2f2cfe0;МОУ СОШ № 8 с углублённым изучением отдельных предметов;г. Жуковский;;https://uchi.ru/schools/pages/f54a9bf1-5ba8-4782-95bb-5706d2f2cfe0
395c855c-1d57-44d8-a3d1-f47ffc70f302;МБОУ – СОШ № 10 с углубленным изучением отдельных предметов;г. Жуковский;;https://uchi.ru/schools/pages/395c855c-1d57-44d8-a3d1-f47ffc70f302
7b5ca124-048a-47eb-90c2-43c782e1b2c5;АНОО Областная гимназия им. Е. М. Примакова;г. Раздоры;;https://uchi.ru/schools/pages/7b5ca124-048a-47eb-90c2-43c782e1b2c5
b54cc991-c8c1-4cfa-822d-95bfb2648161;МАОУ Ямская СОШ;г. Ям;;https://uchi.ru/schools/pages/b54cc991-c8c1-4cfa-822d-95bfb2648161
2f326197-55b5-4361-b74c-3c5a9f029aac;МБОУ СОШ №19;г. Красногорск;;https://uchi.ru/schools/pages/2f326197-55b5-4361-b74c-3c5a9f029aac
240d761d-ca47-4bfa-9aee-b2509fb7f2fa;МОУ Лицей №15 муниципального образования городской округ Люберцы Московской области;г. Люберцы;;https://uchi.ru/schools/pages/240d761d-ca47-4bfa-9aee-b2509fb7f2fa
77f67d2c-a0f2-485a-ab43-7168617fef3b;МАОУ Ильинская СОШ им. полного кавалера ордена Славы И. И. Сидорова;г. Ильинское;;https://uchi.ru/schools/pages/77f67d2c-a0f2-485a-ab43-7168617fef3b
38074d3b-d8a5-4d74-84c0-b451c0b1262d;МБОУ СОШ № 29;г. Мытищи;;https://uchi.ru/schools/pages/38074d3b-d8a5-4d74-84c0-b451c0b1262d
a21f1919-f0de-4a88-9071-fd9ebc04c8e0;МБОУ Центр образования № 30 им. дважды Героя Советского Союза Главного Маршала авиации Колдунова Александра Ивановича;г. Электроугли;;https://uchi.ru/schools/pages/a21f1919-f0de-4a88-9071-fd9ebc04c8e0
5ad908e1-c007-4a11-8ef4-4a481c553f51;МОУ СОШ №2;г. Лыткарино;;https://uchi.ru/schools/pages/5ad908e1-c007-4a11-8ef4-4a481c553f51
130da406-45ae-4b53-a0c3-d06a338facb1;МБОУ СОШ №7 г. Реутова;г. Реутов;;https://uchi.ru/schools/pages/130da406-45ae-4b53-a0c3-d06a338facb1
f0a939a0-dffe-4821-8f00-9e2b9c1a1a88;МОУ СОШ №13 г. Подольска;г. Подольск;;https://uchi.ru/schools/pages/f0a939a0-dffe-4821-8f00-9e2b9c1a1a88
3348e0e7-e7df-4cff-999e-a531011d7935;МБОУ Городского округа Пушкинский Московской области Образовательный комплекс им. Героя России В. В. Матвеева;г. Лесной;;https://uchi.ru/schools/pages/3348e0e7-e7df-4cff-999e-a531011d7935
16bd88d0-a583-49e9-8aac-1bcbbc61f9f4;МБОУ Кубинская СОШ № 2 им. Героя Советского Союза Безбородова В. П.;г. Кубинка;;https://uchi.ru/schools/pages/16bd88d0-a583-49e9-8aac-1bcbbc61f9f4
1faad219-63f0-4cef-8ef5-f3ee37376fc1;МБОУ Лицей №5;г. Зарайск;;https://uchi.ru/schools/pages/1faad219-63f0-4cef-8ef5-f3ee37376fc1
377db177-1bb7-4143-8679-edc4137c00b4;МБОУ городского округа Королёв Московской области СОШ №20;г. Королев;;https://uchi.ru/schools/pages/377db177-1bb7-4143-8679-edc4137c00b4
029d5872-4e7b-4263-8b8a-b4c891979920;МБОУ СОШ №4 им. Героя Советского Союза Ф. Т. Жарова г. Шатуры Городского округа Шатура;г. Шатура;;https://uchi.ru/schools/pages/029d5872-4e7b-4263-8b8a-b4c891979920
bb3b0e39-d660-4b1c-9670-61d3e74c8a2e;МОУ Дмитровская СОШ №8;г. Дмитров;;https://uchi.ru/schools/pages/bb3b0e39-d660-4b1c-9670-61d3e74c8a2e
0633a4c9-5658-4cdb-8b58-5f9af6be1add;МБОУ Городского округа Балашиха СОШ №15 им. Героя Российской Федерации вице-адмирала А. В. Буриличева;г. Заря;;https://uchi.ru/schools/pages/0633a4c9-5658-4cdb-8b58-5f9af6be1add
cbca630a-7429-450c-92f7-aca722567bff;МБОУ СОШ №13 с углубленным изучением отдельных предметов;г. Жуковский;;https://uchi.ru/schools/pages/cbca630a-7429-450c-92f7-aca722567bff
201684c0-0962-41e8-9e43-e3ec2ad1fd51;МБОУ городского округа Балашиха СОШ №25;г. Балашиха;;https://uchi.ru/schools/pages/201684c0-0962-41e8-9e43-e3ec2ad1fd51
af543c48-eaf7-4dcb-aebe-8a8f930d9cfc;МОУ Лингвистическая школа муниципального образования городской округ Люберцы Московской области;г. Люберцы;;https://uchi.ru/schools/pages/af543c48-eaf7-4dcb-aebe-8a8f930d9cfc
dc20e235-9183-4c1e-b71e-a386ffc73c5b;МБОУ СОШ №3;г. Озеры;;https://uchi.ru/schools/pages/dc20e235-9183-4c1e-b71e-a386ffc73c5b
276a6e5b-9575-493d-bb9d-36f9724dcd59;МБОУ Гимназия №10;г. Луховицы;;https://uchi.ru/schools/pages/276a6e5b-9575-493d-bb9d-36f9724dcd59
3d07c35e-0456-4efb-939a-aedcba5e3d85;МБОУ СОШ № 2 г. Солнечногорска;г. Солнечногорск;;https://uchi.ru/schools/pages/3d07c35e-0456-4efb-939a-aedcba5e3d85
52d03422-cc04-4a39-acaa-e1910fbded4e;МАОУ Одинцовский лицей №6 им. А. С. Пушкина;г. Одинцово;;https://uchi.ru/schools/pages/52d03422-cc04-4a39-acaa-e1910fbded4e
cf732fe3-9d42-45b4-8a02-844da83fc55c;МАОУ Лицей №15;г. Мытищи;;https://uchi.ru/schools/pages/cf732fe3-9d42-45b4-8a02-844da83fc55c
b9177817-d229-4b13-a8ab-f1be850dd384;МБОУ г. Пушкино Городского округа Пушкинский Московской области Образовательный комплекс №9;г. Пушкино;;https://uchi.ru/schools/pages/b9177817-d229-4b13-a8ab-f1be850dd384
383aac4f-5128-4642-b54c-61aa76d65505;МОУ Лицей №23;г. Белоозерский;;https://uchi.ru/schools/pages/383aac4f-5128-4642-b54c-61aa76d65505
dc9a0a7a-4e74-45ab-832f-6942ac751b52;МБОУ городского округа Балашиха СОШ №2;г. Балашиха;;https://uchi.ru/schools/pages/dc9a0a7a-4e74-45ab-832f-6942ac751b52
